entity_type,name,sport,city,state,tier,cwg_2036_relevance,olympic_2032_relevance,digital_readiness,pipeline_stage,participants_or_capacity,frequency,age,gender,performance_level,funding_status,athletiq_opportunity_score,tags,notes,source_link
Academy,SPORTING CLUB KERALA,Football,Kochi,Kerala,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,sporting-club-kerala","Age Groups: U-12, U-13, U-14, U-15, U-16, U-17, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_logo06_1763113217.png | Website: http://www.cirosports.in",https://www.the-aiff.com/club/17886
Academy,PEHLUM LAMHIL LAWM,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,pehlum-lamhil-lawm","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/13510-Slogo-1576385903.jpg | Website: http://the-pll.com",https://www.the-aiff.com/club/13510
Academy,Dempo Sports Club,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,dempo-sports-club","Age Groups: nan | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_WhatsAppImage20200107at134209_1578384848.jpeg | Website: http://www.demposportsclub.com/",https://www.the-aiff.com/club/8008
Academy,FC Goa,Football,Panaji,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,fc-goa","Age Groups: nan | Competitions: , Indian Super League, , Second Division League, , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League, , Hero Super Cup, , Durand Cup | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/11041-logo-1516860996.png | Website: https://fcgoa.in/",https://www.the-aiff.com/club/11041
Academy,Thadam FC,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,thadam-fc","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_TFC_1737099591.jpg | Website: nan",https://www.the-aiff.com/club/19099
Academy,Numaligarh Refinery Limited Football Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,numaligarh-refinery-limited-football-academy","Age Groups: U-12, U-13, U-15, U-16, U-17, U-18 | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_11414-logo_small-1723632587.jpg | Website: http://www.nrlfootballacademy.com",https://www.the-aiff.com/club/11414
Academy,"SETHU, MADURAI",Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,sethu,-madurai","Age Groups: nan | Competitions: , Indian Women's League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_WhatsAppImage20250812at105652AM_1754986256.jpeg | Website: http://www.sethufc.com",https://www.the-aiff.com/club/11512
Academy,North East United FC,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,north-east-united-fc","Age Groups: nan | Competitions: , Indian Super League, , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League, , Hero Super Cup | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_11042-logo_small-1576475847.png | Website: https://www.neutdfc.com/",https://www.the-aiff.com/club/11042
Academy,Raman Sports Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,raman-sports-academy","Age Groups: U-12, U-13, U-14, U-15, U-16, U-17, U-18 | Competitions: , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_12361-logo_small-1754491550.jpg | Website: http://www.ramansportsacademy.com",https://www.the-aiff.com/club/12361
Academy,KFTC Football Academy Kozhikode,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,kftc-football-academy-kozhikode","Age Groups: nan | Competitions: , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_12404-logo_small-1661248720.png | Website: https://kftckozhikode.com/",https://www.the-aiff.com/club/12404
Academy,Mumbai - Football School of India,Football,Mumbai,Maharashtra,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,mumbai---football-school-of-india","Age Groups: nan | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/11463-Slogo-1576385742.png | Website: nan",https://www.the-aiff.com/club/11463
Academy,Kickstart FC Karnataka,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,kickstart-fc-karnataka","Age Groups: nan | Competitions: , Indian Women's League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_12772-logo_small-1683175136.png | Website: http://www.kickstartfc.com",https://www.the-aiff.com/club/12772
Academy,BBFS Shillong,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,bbfs-shillong","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_19106-logo_small-1732173293.png | Website: nan",https://www.the-aiff.com/club/19106
Academy,Snipers Football Club,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,snipers-football-club","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_SNIPERSLOG_1630644197.jpeg | Website: https://snipersfc.in/",https://www.the-aiff.com/club/14528
Academy,United Sports Club,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,united-sports-club","Age Groups: nan | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/8076-logo-1481010216.png | Website: https://theunitedsportsclub.in/",https://www.the-aiff.com/club/8076
Academy,REGULAR FOOTBALL COACHING CENTER,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,regular-football-coaching-center","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_IMG20221002WA0011removebgpreview_1695996910.png | Website: nan",https://www.the-aiff.com/club/14496
Academy,East Bengal FC,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,east-bengal-fc","Age Groups: nan | Competitions: , Indian Football League, , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League, , Hero Super Cup, , Durand Cup | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_EastBengalFClogowebp1_1680264050.png | Website: https://emamieastbengal.com/",https://www.the-aiff.com/club/8017
Academy,"Artz N India  Football Club, Dindigul",Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,artz-n-india--football-club,-dindigul","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_LOGO2022_1680880756.png | Website: http://www.artztrust.in",https://www.the-aiff.com/club/17136
Academy,Mohun Bagan Super Giant,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,mohun-bagan-super-giant","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_14303-logo_small-1688391074.png | Website: nan",https://www.the-aiff.com/club/14303
Academy,Namdhari Sports Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,namdhari-sports-academy","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/lr_12488-logo-1655547091.png | Website: http://www.namdharisports.in",https://www.the-aiff.com/club/12488
Academy,Aazura Football Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,aazura-football-academy","Age Groups: nan | Competitions: , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/afalogo_1572080046.jpg | Website: http://www.aazurafootballacademy.com",https://www.the-aiff.com/club/12980
Academy,Vels Football Club,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,vels-football-club","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_Velslogo_1753695301.jpg | Website: nan",https://www.the-aiff.com/club/19041
Academy,Brothers Sports Association,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,brothers-sports-association","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_15738-logo_small-1703596319.png | Website: nan",https://www.the-aiff.com/club/15738
Academy,RKM FOOTBALL ACADEMY,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,rkm-football-academy","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_RKMFA_1675477867.jpeg | Website: https://narainpur.rkmm.org/",https://www.the-aiff.com/club/11706
Academy,The Sports School,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,the-sports-school","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_TSSLOGO_1721190499.png | Website: https://thesportsschool.com/",https://www.the-aiff.com/club/14852
Academy,ASUFII FA,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,asufii-fa","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_16748-logo_small-1698472781.JPG | Website: nan",https://www.the-aiff.com/club/16748
Academy,Inter Kashi,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,inter-kashi","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_PHOTO20231101180704_1698865826.jpg | Website: http://www.interkashi.com/",https://www.the-aiff.com/club/17675
Academy,FC Tamilions,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,fc-tamilions","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_FCTLogoBW_1681320278.jpg | Website: http://www.fctamilions.com",https://www.the-aiff.com/club/17138
Academy,Sportiqo Football Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,sportiqo-football-academy","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_IMG0832_1758020808.jpeg | Website: nan",https://www.the-aiff.com/club/16139
Academy,Bangalore City FC,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,bangalore-city-fc","Age Groups: U-12, U-14, U-16, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_bcfclogo2_1597415004.jpg | Website: http://www.bangalorecityfc.com",https://www.the-aiff.com/club/13802
Academy,Belgaum United Football Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,belgaum-united-football-academy","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_9ADC5BA16C9642158E8D5DF9650E77ED_1701449351.jpeg | Website: nan",https://www.the-aiff.com/club/14401
Academy,Gokulam Kerala FC,Football,Kochi,Kerala,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,gokulam-kerala-fc","Age Groups: nan | Competitions: , Indian Football League, , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League, , Hero Super Cup, , Indian Women's League, , Durand Cup | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_11821-logo_small-1704290734.png | Website: http://www.gokulamkeralafc.com",https://www.the-aiff.com/club/11821
Academy,Football Plus Professional Soccer Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,football-plus-professional-soccer-academy","Age Groups: nan | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_GriffinLogoV606_1667817925.png | Website: https://footballplus.in/",https://www.the-aiff.com/club/11833
Academy,Pune Pioneers F.C.,Football,Pune,Maharashtra,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,pune-pioneers-f.c.","Age Groups: U-12, U-14, U-15, U-16, U-17, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_LogoPNGTransparent1_1672215528.png | Website: http://www.punepioneers.com",https://www.the-aiff.com/club/16679
Academy,The Soccer Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,the-soccer-academy","Age Groups: U-12, U-14, U-15, U-16, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_TSAoldcolors_1751805705.jpg | Website: http://www.thesocceracdemy.in",https://www.the-aiff.com/club/12755
Academy,ELITE FA,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,elite-fa","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_EliteFALogo_1741622614.png | Website: nan",https://www.the-aiff.com/club/20132
Academy,FC Madurai,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,fc-madurai","Age Groups: U-12, U-14, U-16, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_LOGOFCMADURAI_1683788600.jpg | Website: http://www.acmefootball.com",https://www.the-aiff.com/club/17142
Academy,Sirukalathur Galatipet Football Club,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,sirukalathur-galatipet-football-club","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_SGFCAIFFLOGO_1732476701.jpg | Website: https://sirukalathurgalatipetfootballclub.com/",https://www.the-aiff.com/club/19098
Academy,Rising Pune F.C.,Football,Pune,Maharashtra,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,rising-pune-f.c.","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_13535-logo_small-1732603147.jpg | Website: http://www.risingpunefc.com",https://www.the-aiff.com/club/13535
Academy,Reeds FC,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,reeds-fc","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_16526-logo_small-1766558565.png | Website: http://www.reedsfootballacademy.com",https://www.the-aiff.com/club/16526
Academy,4 For All Football Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,4-for-all-football-academy","Age Groups: U-12, U-14, U-16, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_Logoacademynobg_1738860184.png | Website: https://4forall.com/",https://www.the-aiff.com/club/18502
Academy,Panihati Fashion Zone Football Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,panihati-fashion-zone-football-academy","Age Groups: U-12, U-14, U-16, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_FZLOGOWHITE_1682874366.jpeg | Website: nan",https://www.the-aiff.com/club/17123
Academy,Shillong Lajong FC,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,shillong-lajong-fc","Age Groups: nan | Competitions: , Indian Football League, , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_8012-logo_small-1660315168.png | Website: nan",https://www.the-aiff.com/club/8012
Academy,TYDA,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,tyda","Age Groups: nan | Competitions: , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/12628-logo-1565619016.png | Website: nan",https://www.the-aiff.com/club/12628
Academy,Bhawanipore FC,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,bhawanipore-fc","Age Groups: nan | Competitions: , Second Division League, , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_BhawaniporeClubLogo_1769362135.png | Website: nan",https://www.the-aiff.com/club/8070
Academy,"Dream Big Soccer School India, Karur",Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,dream-big-soccer-school-india,-karur","Age Groups: U-12, U-14, U-16, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_6179069582631876666120_1698129099.jpg | Website: http://www.dreambigsoccerschoolindia.com",https://www.the-aiff.com/club/17139
Academy,SP FOOTBALL ACADEMY,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,sp-football-academy","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_IMG20220223WA0018_1681483988.jpg | Website: https://www.spfootballacademy.com/",https://www.the-aiff.com/club/17128
Academy,Great Goals,Football,Panaji,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,great-goals","Age Groups: nan | Competitions: , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_greatgoalsNBlogoblack_1690365815.png | Website: http://www.greatgoalsacademy.com",https://www.the-aiff.com/club/12326
Academy,"Savvy Swaraaj FC, Ahmedabad",Football,Ahmedabad,Gujarat,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,savvy-swaraaj-fc,-ahmedabad","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_file00000000682861f78d728921ba66a502_1757664795.png | Website: http://www.swaraajsports.com",https://www.the-aiff.com/club/20993
Academy,TLT SPORTS ACADEMY,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,tlt-sports-academy","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_Logo_1749804598.jpg | Website: nan",https://www.the-aiff.com/club/20778
Academy,Conscient Football Bangalore,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,conscient-football-bangalore","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_13743-logo_small-1721892224.jpeg | Website: nan",https://www.the-aiff.com/club/13743
